1562563850 0 0 0 0 0 0 0 0 0 0 1
1562648375 1 0 0 0 0 0 0 0 0 0 1
1562652591 1 0 0 0 1 0 0 0 0 0 1
1562658520 2 0 0 0 1 0 0 0 0 0 1
1562658560 2 0 0 0 2 0 0 0 0 0 1
1562658623 2 0 0 1 2 0 0 0 0 0 1
1562658627 2 0 0 2 2 0 0 0 0 0 1
1562725567 3 0 0 2 2 0 0 0 0 0 1
1562726692 4 0 0 2 2 0 0 0 0 0 1
1562863047 5 0 0 2 2 0 0 0 0 0 1
1562863243 6 0 0 2 2 0 0 0 0 0 1
1562904439 6 0 0 2 3 0 0 0 0 0 1
1562904518 7 0 0 2 3 0 0 0 0 0 1
1562905411 8 0 0 2 3 0 0 0 0 0 1
1562905712 8 0 0 2 4 0 0 0 0 0 1
1562911043 9 0 0 2 4 0 0 0 0 0 1
1562913107 10 0 1 2 4 0 0 0 0 0 1
1562914264 10 1 1 2 4 0 0 0 0 0 1
1562914714 10 2 1 2 4 0 0 0 0 0 1
1562915011 10 3 2 2 4 0 0 0 0 0 1
1562915526 11 3 2 2 4 0 0 0 0 0 1
1562917996 12 3 2 2 4 0 0 0 0 0 1
1562922540 12 4 2 2 4 0 0 0 0 0 1
1562922548 12 5 2 2 4 0 0 0 0 0 1
1562924293 12 5 3 2 4 0 0 0 0 0 1
1562926516 12 6 3 2 4 0 0 0 0 0 1
1562926568 12 7 3 2 4 0 0 0 0 0 1
1562926629 12 7 3 2 4 0 1 0 0 0 1
1562926634 12 7 3 2 4 0 2 0 0 0 1
1562926687 12 7 3 2 4 0 3 0 0 0 1
1562926690 12 7 3 2 4 0 4 0 0 0 1
1563006129 12 8 3 2 4 0 4 0 0 0 1
1563006162 12 9 3 2 4 0 4 0 0 0 1
1563006221 12 9 3 2 4 0 5 0 0 0 1
1563149027 13 9 3 2 4 0 5 0 0 0 1
1563149871 14 9 3 2 4 0 5 0 0 0 1
1563159242 14 10 3 2 4 0 5 0 0 0 1
1563159292 14 10 3 2 4 0 6 0 0 0 1
1563159308 14 10 3 2 4 0 7 0 0 0 1
1563161825 14 11 3 2 4 0 7 0 0 0 1
1563161840 14 12 3 2 4 0 7 0 0 0 1
1563161885 14 12 3 2 4 0 8 0 0 0 1
1563161888 14 12 3 2 4 0 9 0 0 0 1
1563161963 14 13 3 2 4 0 9 0 0 0 1
1563161986 14 14 3 2 4 0 9 0 0 0 1
1563162049 14 14 3 2 4 0 10 0 0 0 1
1563162057 14 14 3 2 4 0 11 0 0 0 1
1563162491 14 15 3 2 4 0 11 0 0 0 1
1563162498 14 16 3 2 4 0 11 0 0 0 1
1563162539 14 16 3 2 4 0 12 0 0 0 1
1563162542 14 16 3 2 4 0 13 0 0 0 1
1563171940 15 16 3 2 4 0 13 0 0 0 1
1563172319 15 17 3 2 4 0 13 0 0 0 1
1563172407 15 17 3 2 4 0 14 0 0 0 1
1563174002 15 18 3 2 4 0 14 0 0 0 1
1563175811 15 18 4 2 4 0 14 0 0 0 1
1563178453 15 19 4 2 4 0 14 0 0 0 1
1563178480 15 19 4 2 4 0 15 0 0 0 1
1563182524 15 20 4 2 4 0 15 0 0 0 1
1563185912 15 21 4 2 4 0 15 0 0 0 1
1563186648 15 21 5 2 4 0 15 0 0 0 1
