1562563850 0 0 0 0 0 0 0 0 0 0 0
1562648375 1178 0 0 0 0 0 0 0 0 0 0
1562652591 1178 0 0 0 1 0 0 0 0 0 0
1562658520 1179 0 0 0 1 0 0 0 0 0 0
1562658560 1179 0 0 0 1 0 0 0 0 0 0
1562658623 1179 0 0 0 1 0 0 0 0 0 0
1562658627 1179 0 0 0 1 0 0 0 0 0 0
1562725567 1181 0 0 0 1 0 0 0 0 0 0
1562726692 1181 0 0 0 1 0 0 0 0 0 0
1562863047 9367 0 0 0 1 0 0 0 0 0 0
1562863243 9372 0 0 0 1 0 0 0 0 0 0
1562904439 9372 0 0 0 117 0 0 0 0 0 0
1562904518 9374 0 0 0 117 0 0 0 0 0 0
1562905411 9378 0 0 0 117 0 0 0 0 0 0
1562905712 9378 0 0 0 120 0 0 0 0 0 0
1562911043 9702 0 0 0 120 0 0 0 0 0 0
1562913107 9855 0 43 0 120 0 0 0 0 0 0
1562914264 9855 48 43 0 120 0 0 0 0 0 0
1562914714 9855 495 43 0 120 0 0 0 0 0 0
1562915011 9855 496 100 0 120 0 0 0 0 0 0
1562915526 9855 496 100 0 120 0 0 0 0 0 0
1562917996 9856 496 100 0 120 0 0 0 0 0 0
1562922540 9856 688 100 0 120 0 0 0 0 0 0
1562922548 9856 688 100 0 120 0 0 0 0 0 0
1562924293 9856 688 120 0 120 0 0 0 0 0 0
1562926516 9856 780 120 0 120 0 0 0 0 0 0
1562926568 9856 780 120 0 120 0 0 0 0 0 0
1562926629 9856 780 120 0 120 0 0 0 0 0 0
1562926634 9856 780 120 0 120 0 0 0 0 0 0
1562926687 9856 780 120 0 120 0 0 0 0 0 0
1562926690 9856 780 120 0 120 0 0 0 0 0 0
1563006129 9856 892 120 0 120 0 0 0 0 0 0
1563006162 9856 892 120 0 120 0 0 0 0 0 0
1563006221 9856 892 120 0 120 0 0 0 0 0 0
1563149027 10096 892 120 0 120 0 0 0 0 0 0
1563149871 10099 892 120 0 120 0 0 0 0 0 0
1563159242 10099 892 120 0 120 0 0 0 0 0 0
1563159292 10099 892 120 0 120 0 0 0 0 0 0
1563159308 10099 892 120 0 120 0 0 0 0 0 0
1563161825 10099 901 120 0 120 0 0 0 0 0 0
1563161840 10099 901 120 0 120 0 0 0 0 0 0
1563161885 10099 901 120 0 120 0 0 0 0 0 0
1563161888 10099 901 120 0 120 0 0 0 0 0 0
1563161963 10099 902 120 0 120 0 0 0 0 0 0
1563161986 10099 902 120 0 120 0 0 0 0 0 0
1563162049 10099 902 120 0 120 0 0 0 0 0 0
1563162057 10099 902 120 0 120 0 0 0 0 0 0
1563162491 10099 905 120 0 120 0 0 0 0 0 0
1563162498 10099 905 120 0 120 0 0 0 0 0 0
1563162539 10099 905 120 0 120 0 0 0 0 0 0
1563162542 10099 905 120 0 120 0 0 0 0 0 0
1563171940 10103 905 120 0 120 0 0 0 0 0 0
1563172319 10103 936 120 0 120 0 0 0 0 0 0
1563172407 10103 936 120 0 120 0 0 0 0 0 0
1563174002 10103 938 120 0 120 0 0 0 0 0 0
1563175811 10103 938 340 0 120 0 0 0 0 0 0
1563178453 10103 940 340 0 120 0 0 0 0 0 0
1563178480 10103 940 340 0 120 0 0 0 0 0 0
1563182524 10103 1253 340 0 120 0 0 0 0 0 0
1563185912 10103 1300 340 0 120 0 0 0 0 0 0
1563186648 10103 1300 496 0 120 0 0 0 0 0 0
1563186790 10103 1308 496 0 120 0 0 0 0 0 0
1563243207 10103 1310 496 0 120 0 0 0 0 0 0
1563244167 10103 1317 496 0 120 0 0 0 0 0 0
1563244775 10103 1317 496 0 120 0 0 0 0 0 0
1563258520 10103 1317 510 0 120 0 0 0 0 0 0
1563265379 10103 1317 1377 0 120 0 0 0 0 0 0
1563329984 10103 1317 1377 0 136 0 0 0 0 0 0
1563331195 10103 1317 1377 0 141 0 0 0 0 0 0
1563334457 12296 1317 1377 0 141 0 0 0 0 0 0
1563335159 12666 1317 1377 0 141 0 0 0 0 0 0
